region	chr	start	end	arm	cyto	CFS	ERFS	overlappedGeneNumDensity	genename	transcriptClass	geneType	largeGene
chr3:107547317-107547894	chr3	107547317	107547894	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107554217-107554828	chr3	107554217	107554828	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107926970-107927569	chr3	107926970	107927569	3q	q13.12			1	LINC00636	nonCoding	lncRNA	N
chr3:107527785-107528542	chr3	107527785	107528542	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107589679-107590441	chr3	107589679	107590441	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107236967-107237737	chr3	107236967	107237737	3q	q13.12			2	DUBR,LINC00882	nonCoding	lncRNA	N,Y
chr3:107418528-107419389	chr3	107418528	107419389	3q	q13.12			1	CCDC54-AS1	nonCoding	lncRNA	N
chr3:107981937-107982848	chr3	107981937	107982848	3q	q13.12			1				
chr3:107648557-107649410	chr3	107648557	107649410	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107586320-107587168	chr3	107586320	107587168	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107523719-107524673	chr3	107523719	107524673	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107916216-107917097	chr3	107916216	107917097	3q	q13.12			1	LINC00636	nonCoding	lncRNA	N
chr3:107688488-107689440	chr3	107688488	107689440	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107672982-107674015	chr3	107672982	107674015	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107426965-107428201	chr3	107426965	107428201	3q	q13.12			1				
chr3:107805572-107806819	chr3	107805572	107806819	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107577654-107578866	chr3	107577654	107578866	3q	q13.12			1	BBX	coding,nonCoding	protein_coding	N
chr3:107986099-107987924	chr3	107986099	107987924	3q	q13.12			1				
chr3:108818210-108830993	chr3	108818210	108830993	3q	q13.13			1	TRAT1	coding	protein_coding	N
chr3:108075458-108090177	chr3	108075458	108090177	3q	q13.12		CD47	1	CD47	coding,nonCoding	protein_coding	N
chr3:108831995-108839908	chr3	108831995	108839908	3q	q13.13			1	TRAT1	coding	protein_coding	N
chr3:108121168-108130614	chr3	108121168	108130614	3q	q13.12			1	LINC01215	nonCoding	lncRNA	N
chr3:108600389-108605040	chr3	108600389	108605040	3q	q13.13			1	DZIP3	coding	protein_coding	N
chr3:108216176-108221847	chr3	108216176	108221847	3q	q13.13		IFT57	1	IFT57	coding,nonCoding	protein_coding	N
chr3:108222886-108224125	chr3	108222886	108224125	3q	q13.13			1				
chr3:108097839-108098985	chr3	108097839	108098985	3q	q13.12			1				
chr3:108816103-108817694	chr3	108816103	108817694	3q	q13.13			1				
chr3:108132976-108135957	chr3	108132976	108135957	3q	q13.12			1	LINC01215	nonCoding	lncRNA	N
chr3:108060982-108061638	chr3	108060982	108061638	3q	q13.12		CD47	1	CD47	coding,nonCoding	protein_coding	N
chr3:108068693-108070960	chr3	108068693	108070960	3q	q13.12		CD47	1	CD47	coding,nonCoding	protein_coding	N
chr3:108912838-108915435	chr3	108912838	108915435	3q	q13.13			1	GUCA1C	coding	protein_coding	N
chr3:108407822-108408019	chr3	108407822	108408019	3q	q13.13			1	MYH15	coding,nonCoding	protein_coding	N
chr3:108645348-108645544	chr3	108645348	108645544	3q	q13.13			1	DZIP3	coding	protein_coding	N
chr3:108559928-108560129	chr3	108559928	108560129	3q	q13.13			1	CIP2A	coding,nonCoding	protein_coding	N
chr3:108520096-108520302	chr3	108520096	108520302	3q	q13.13			1	MYH15	coding,nonCoding	protein_coding	N
chr3:108002778-108002983	chr3	108002778	108002983	3q	q13.12			1				
chr3:108055999-108056200	chr3	108055999	108056200	3q	q13.12		CD47	1	CD47	coding,nonCoding	protein_coding	N
chr3:108474771-108474992	chr3	108474771	108474992	3q	q13.13			1	MYH15	coding,nonCoding	protein_coding	N
chr3:108605269-108605486	chr3	108605269	108605486	3q	q13.13			1	DZIP3	coding	protein_coding	N
chr3:108101207-108101458	chr3	108101207	108101458	3q	q13.12			1				
chr3:108485926-108486180	chr3	108485926	108486180	3q	q13.13			1	MYH15	coding,nonCoding	protein_coding	N
chr3:108814903-108815196	chr3	108814903	108815196	3q	q13.13			1				
chr3:108840161-108840523	chr3	108840161	108840523	3q	q13.13			1	TRAT1	coding	protein_coding	N
chr3:108464027-108464348	chr3	108464027	108464348	3q	q13.13			1	MYH15	coding,nonCoding	protein_coding	N
chr3:108549363-108549710	chr3	108549363	108549710	3q	q13.13			1				
chr3:108590221-108590557	chr3	108590221	108590557	3q	q13.13			1	DZIP3	coding	protein_coding	N
chr3:108780766-108781127	chr3	108780766	108781127	3q	q13.13			1				
chr3:108053885-108054265	chr3	108053885	108054265	3q	q13.12		CD47	1	CD47	coding,nonCoding	protein_coding	N
chr3:108917540-108917928	chr3	108917540	108917928	3q	q13.13			1	GUCA1C	coding	protein_coding	N
chr3:108476615-108477088	chr3	108476615	108477088	3q	q13.13			1	MYH15	coding,nonCoding	protein_coding	N
chr3:108547550-108548014	chr3	108547550	108548014	3q	q13.13			1				
chr3:108300461-108300949	chr3	108300461	108300949	3q	q13.13			1	HHLA2	coding	protein_coding	N
chr3:108202877-108203431	chr3	108202877	108203431	3q	q13.13		IFT57	1	IFT57	coding,nonCoding	protein_coding	N
chr3:108663474-108663992	chr3	108663474	108663992	3q	q13.13			1	DZIP3	coding	protein_coding	N
chr3:108551012-108551641	chr3	108551012	108551641	3q	q13.13			1	CIP2A	coding,nonCoding	protein_coding	N
chr3:108094534-108095097	chr3	108094534	108095097	3q	q13.12			1				
chr3:108592189-108592693	chr3	108592189	108592693	3q	q13.13			1	DZIP3	coding	protein_coding	N
chr3:108661480-108662028	chr3	108661480	108662028	3q	q13.13			1	DZIP3	coding	protein_coding	N
chr3:108489717-108490312	chr3	108489717	108490312	3q	q13.13			1	MYH15	coding,nonCoding	protein_coding	N
chr3:108844154-108844817	chr3	108844154	108844817	3q	q13.13			1	TRAT1	coding	protein_coding	N
chr3:108565548-108566103	chr3	108565548	108566103	3q	q13.13			1	CIP2A	coding,nonCoding	protein_coding	N
chr3:108168375-108169007	chr3	108168375	108169007	3q	q13.12		IFT57	1	IFT57	coding,nonCoding	protein_coding	N
chr3:108225150-108225732	chr3	108225150	108225732	3q	q13.13			1				
chr3:108555212-108555896	chr3	108555212	108555896	3q	q13.13			1	CIP2A	coding,nonCoding	protein_coding	N
chr3:108067202-108067799	chr3	108067202	108067799	3q	q13.12		CD47	1	CD47	coding,nonCoding	protein_coding	N
chr3:108917994-108918679	chr3	108917994	108918679	3q	q13.13			1	GUCA1C	coding	protein_coding	N
chr3:108163479-108164335	chr3	108163479	108164335	3q	q13.12		IFT57	1	IFT57	coding,nonCoding	protein_coding	N
chr3:108176297-108177107	chr3	108176297	108177107	3q	q13.12		IFT57	1	IFT57	coding,nonCoding	protein_coding	N
chr3:108606440-108607284	chr3	108606440	108607284	3q	q13.13			1	DZIP3	coding	protein_coding	N
chr3:108777039-108777836	chr3	108777039	108777836	3q	q13.13			1				
chr3:108289875-108290709	chr3	108289875	108290709	3q	q13.13			1				
chr3:108916202-108917164	chr3	108916202	108917164	3q	q13.13			1	GUCA1C	coding	protein_coding	N
chr3:108453853-108455092	chr3	108453853	108455092	3q	q13.13			1	MYH15	coding,nonCoding	protein_coding	N
chr3:108174025-108175426	chr3	108174025	108175426	3q	q13.12		IFT57	1	IFT57	coding,nonCoding	protein_coding	N
chr3:108062855-108064527	chr3	108062855	108064527	3q	q13.12		CD47	1	CD47	coding,nonCoding	protein_coding	N
chr3:108852295-108854251	chr3	108852295	108854251	3q	q13.13			1	TRAT1	coding	protein_coding	N
chr3:108545285-108547282	chr3	108545285	108547282	3q	q13.13			1				
chr3:108071976-108074457	chr3	108071976	108074457	3q	q13.12		CD47	1	CD47	coding,nonCoding	protein_coding	N
chr3:108291583-108295157	chr3	108291583	108295157	3q	q13.13			1				
chr3:110063101-110063360	chr3	110063101	110063360	3q	q13.13			1				
chr3:110315382-110315710	chr3	110315382	110315710	3q	q13.13			1				
chr3:110579041-110579415	chr3	110579041	110579415	3q	q13.13			1				
chr3:110621052-110621610	chr3	110621052	110621610	3q	q13.13			1				
chr3:110813597-110814250	chr3	110813597	110814250	3q	q13.13			1				
chr3:110627939-110628815	chr3	110627939	110628815	3q	q13.13			1				
chr3:110184842-110186349	chr3	110184842	110186349	3q	q13.13			1				
chr3:111539213-111552225	chr3	111539213	111552225	3q	q13.13			1	CD96	coding	protein_coding	N
chr3:111668276-111675882	chr3	111668276	111675882	3q	q13.2			1	PLCXD2	coding	protein_coding	N
chr3:111311764-111314889	chr3	111311764	111314889	3q	q13.13			1	CD96	coding	protein_coding	N
chr3:111687648-111690879	chr3	111687648	111690879	3q	q13.2			1	PLCXD2	coding	protein_coding	N
chr3:111067067-111068138	chr3	111067067	111068138	3q	q13.13			1	NECTIN3-AS1	nonCoding	lncRNA	N
chr3:111853902-111860000	chr3	111853902	111860000	3q	q13.2			1	PHLDB2	coding,nonCoding	protein_coding	N
chr3:111537061-111537540	chr3	111537061	111537540	3q	q13.13			1	CD96	coding	protein_coding	N
chr3:111666434-111667399	chr3	111666434	111667399	3q	q13.2			1				
chr3:111979541-111980661	chr3	111979541	111980661	3q	q13.2			1	ABHD10	coding,nonCoding	protein_coding	N
chr3:111677028-111678439	chr3	111677028	111678439	3q	q13.2			2	PLCXD2,PLCXD2-AS1	coding,nonCoding	protein_coding,lncRNA	N
chr3:111610987-111612448	chr3	111610987	111612448	3q	q13.2			1	CD96	coding	protein_coding	N
chr3:111607780-111609790	chr3	111607780	111609790	3q	q13.2			1	CD96	coding	protein_coding	N
chr3:111635287-111635508	chr3	111635287	111635508	3q	q13.2			1	CD96	coding	protein_coding	N
chr3:111066386-111066592	chr3	111066386	111066592	3q	q13.13			1	NECTIN3-AS1	nonCoding	lncRNA	N
chr3:111072834-111073078	chr3	111072834	111073078	3q	q13.13			1	NECTIN3	coding	protein_coding	N
chr3:111511764-111511972	chr3	111511764	111511972	3q	q13.13			1	CD96	coding	protein_coding	N
chr3:111966782-111967041	chr3	111966782	111967041	3q	q13.2			1	PHLDB2	coding,nonCoding	protein_coding	N
chr3:111069525-111069763	chr3	111069525	111069763	3q	q13.13			1	NECTIN3-AS1	nonCoding	lncRNA	N
chr3:111981216-111981472	chr3	111981216	111981472	3q	q13.2			1	ABHD10	coding,nonCoding	protein_coding	N
chr3:111084055-111084275	chr3	111084055	111084275	3q	q13.13			1	NECTIN3	coding	protein_coding	N
chr3:111693603-111693857	chr3	111693603	111693857	3q	q13.2			1	PLCXD2	coding	protein_coding	N
chr3:111966312-111966560	chr3	111966312	111966560	3q	q13.2			1	PHLDB2	coding,nonCoding	protein_coding	N
chr3:111613288-111613563	chr3	111613288	111613563	3q	q13.2			1	CD96	coding	protein_coding	N
chr3:111604649-111604867	chr3	111604649	111604867	3q	q13.2			1	CD96	coding	protein_coding	N
chr3:111982596-111982901	chr3	111982596	111982901	3q	q13.2			1	ABHD10	coding,nonCoding	protein_coding	N
chr3:111861976-111862251	chr3	111861976	111862251	3q	q13.2			1	PHLDB2	coding,nonCoding	protein_coding	N
chr3:111065170-111065501	chr3	111065170	111065501	3q	q13.13			1	NECTIN3-AS1	nonCoding	lncRNA	N
chr3:111716903-111717212	chr3	111716903	111717212	3q	q13.2			1	PLCXD2	coding	protein_coding	N
chr3:111079726-111080080	chr3	111079726	111080080	3q	q13.13			1	NECTIN3	coding	protein_coding	N
chr3:111077577-111077941	chr3	111077577	111077941	3q	q13.13			1	NECTIN3	coding	protein_coding	N
chr3:111565242-111565589	chr3	111565242	111565589	3q	q13.13			1	CD96	coding	protein_coding	N
chr3:111718506-111718940	chr3	111718506	111718940	3q	q13.2			1	PLCXD2	coding	protein_coding	N
chr3:111090183-111090664	chr3	111090183	111090664	3q	q13.13			1	NECTIN3	coding	protein_coding	N
chr3:111506374-111506844	chr3	111506374	111506844	3q	q13.13			1	CD96	coding	protein_coding	N
chr3:111727771-111728319	chr3	111727771	111728319	3q	q13.2			1	PLCXD2	coding	protein_coding	N
chr3:111977285-111977867	chr3	111977285	111977867	3q	q13.2			1				
chr3:111505634-111506216	chr3	111505634	111506216	3q	q13.13			1	CD96	coding	protein_coding	N
chr3:111614661-111615179	chr3	111614661	111615179	3q	q13.2			1	CD96	coding	protein_coding	N
chr3:111118438-111119092	chr3	111118438	111119092	3q	q13.13			1	NECTIN3	coding	protein_coding	N
chr3:111069943-111070554	chr3	111069943	111070554	3q	q13.13			2	NECTIN3-AS1,NECTIN3	nonCoding,coding	lncRNA,protein_coding	N
chr3:111533674-111534530	chr3	111533674	111534530	3q	q13.13			1	CD96	coding	protein_coding	N
chr3:111707394-111708079	chr3	111707394	111708079	3q	q13.2			1	PLCXD2	coding	protein_coding	N
chr3:111322934-111323781	chr3	111322934	111323781	3q	q13.13			1	CD96	coding	protein_coding	N
chr3:111325368-111326467	chr3	111325368	111326467	3q	q13.13			1	CD96	coding	protein_coding	N
chr3:111714795-111716024	chr3	111714795	111716024	3q	q13.2			1	PLCXD2	coding	protein_coding	N
chr3:111989393-111990615	chr3	111989393	111990615	3q	q13.2			1	ABHD10	coding,nonCoding	protein_coding	N
chr3:111985627-111986850	chr3	111985627	111986850	3q	q13.2			1	ABHD10	coding,nonCoding	protein_coding	N
chr3:111553660-111555107	chr3	111553660	111555107	3q	q13.13			1	CD96	coding	protein_coding	N
chr3:112969274-112976523	chr3	112969274	112976523	3q	q13.2			1	CD200R1	coding	protein_coding	N
chr3:112989281-112994899	chr3	112989281	112994899	3q	q13.2			1	GTPBP8	coding	protein_coding	N
chr3:112672929-112676253	chr3	112672929	112676253	3q	q13.2			1				
chr3:112127965-112132523	chr3	112127965	112132523	3q	q13.2			2	GCSAM,C3orf52	coding,nonCoding	protein_coding	N
chr3:112495920-112500690	chr3	112495920	112500690	3q	q13.2		BTLA	1	BTLA	coding,nonCoding	protein_coding	N
chr3:112735338-112740844	chr3	112735338	112740844	3q	q13.2			1	LINC02042	nonCoding	lncRNA	N
chr3:112133495-112142776	chr3	112133495	112142776	3q	q13.2			2	SLC9C1,TBILA	coding,nonCoding	protein_coding,lncRNA	N
chr3:112977733-112978973	chr3	112977733	112978973	3q	q13.2			1				
chr3:112979863-112981832	chr3	112979863	112981832	3q	q13.2			1				
chr3:112999229-113001392	chr3	112999229	113001392	3q	q13.2			1	GTPBP8	coding	protein_coding	N
chr3:112530828-112533857	chr3	112530828	112533857	3q	q13.2		ATG3, SLC35A5	1	ATG3	coding,nonCoding	protein_coding	N
chr3:112491503-112495519	chr3	112491503	112495519	3q	q13.2		BTLA	1	BTLA	coding,nonCoding	protein_coding	N
chr3:112468458-112468839	chr3	112468458	112468839	3q	q13.2		BTLA	1	BTLA	coding,nonCoding	protein_coding	N
chr3:112641382-112642007	chr3	112641382	112642007	3q	q13.2			1	CCDC80	coding	protein_coding	N
chr3:112517999-112518684	chr3	112517999	112518684	3q	q13.2			1				
chr3:112045526-112046474	chr3	112045526	112046474	3q	q13.2			1	TMPRSS7	coding	protein_coding	N
chr3:112997392-112998568	chr3	112997392	112998568	3q	q13.2			1	GTPBP8	coding	protein_coding	N
chr3:112470784-112471963	chr3	112470784	112471963	3q	q13.2		BTLA	1	BTLA	coding,nonCoding	protein_coding	N
chr3:112473912-112475268	chr3	112473912	112475268	3q	q13.2		BTLA	1	BTLA	coding,nonCoding	protein_coding	N
chr3:112465332-112466732	chr3	112465332	112466732	3q	q13.2		BTLA	1	BTLA	coding,nonCoding	protein_coding	N
chr3:112489859-112491284	chr3	112489859	112491284	3q	q13.2		BTLA	1	BTLA	coding,nonCoding	protein_coding	N
chr3:112481605-112483865	chr3	112481605	112483865	3q	q13.2		BTLA	1	BTLA	coding,nonCoding	protein_coding	N
chr3:112333974-112336668	chr3	112333974	112336668	3q	q13.2		CD200	1	CD200	coding	protein_coding	N
chr3:112461208-112463854	chr3	112461208	112463854	3q	q13.2			1				
chr3:112985239-112988087	chr3	112985239	112988087	3q	q13.2			1				
chr3:112072318-112075871	chr3	112072318	112075871	3q	q13.2			1	TMPRSS7	coding	protein_coding	N
chr3:112324369-112324587	chr3	112324369	112324587	3q	q13.2			1				
chr3:112004538-112004738	chr3	112004538	112004738	3q	q13.2			1	TAGLN3	coding	protein_coding	N
chr3:112305450-112305654	chr3	112305450	112305654	3q	q13.2			1				
chr3:112297111-112297338	chr3	112297111	112297338	3q	q13.2			1				
chr3:112741113-112741348	chr3	112741113	112741348	3q	q13.2			1	LINC02042	nonCoding	lncRNA	N
chr3:112550178-112550412	chr3	112550178	112550412	3q	q13.2		ATG3, SLC35A5	1	ATG3	coding,nonCoding	protein_coding	N
chr3:112294266-112294507	chr3	112294266	112294507	3q	q13.2			1				
chr3:112880046-112880274	chr3	112880046	112880274	3q	q13.2			1				
chr3:112472969-112473205	chr3	112472969	112473205	3q	q13.2		BTLA	1	BTLA	coding,nonCoding	protein_coding	N
chr3:112480157-112480420	chr3	112480157	112480420	3q	q13.2		BTLA	1	BTLA	coding,nonCoding	protein_coding	N
chr3:112560513-112560757	chr3	112560513	112560757	3q	q13.2		ATG3, SLC35A5	1	ATG3	coding,nonCoding	protein_coding	N
chr3:112467551-112467825	chr3	112467551	112467825	3q	q13.2		BTLA	1	BTLA	coding,nonCoding	protein_coding	N
chr3:112361462-112361721	chr3	112361462	112361721	3q	q13.2		CD200	1	CD200	coding	protein_coding	N
chr3:112361994-112362312	chr3	112361994	112362312	3q	q13.2		CD200	1	CD200	coding	protein_coding	N
chr3:112538757-112539048	chr3	112538757	112539048	3q	q13.2		ATG3, SLC35A5	1	ATG3	coding,nonCoding	protein_coding	N
chr3:112298476-112298769	chr3	112298476	112298769	3q	q13.2			1				
chr3:112263331-112263686	chr3	112263331	112263686	3q	q13.2			1	SLC9C1	coding	protein_coding	N
chr3:112294910-112295298	chr3	112294910	112295298	3q	q13.2			1				
chr3:112627643-112628103	chr3	112627643	112628103	3q	q13.2		CCDC80	1	CCDC80	coding	protein_coding	N
chr3:112329059-112329479	chr3	112329059	112329479	3q	q13.2			1				
chr3:112434229-112434652	chr3	112434229	112434652	3q	q13.2			1				
chr3:112339061-112339540	chr3	112339061	112339540	3q	q13.2		CD200	1	CD200	coding	protein_coding	N
chr3:112296409-112296832	chr3	112296409	112296832	3q	q13.2			1				
chr3:112967353-112967773	chr3	112967353	112967773	3q	q13.2			1	CD200R1	coding	protein_coding	N
chr3:112086805-112087329	chr3	112086805	112087329	3q	q13.2			1	C3orf52	coding,nonCoding	protein_coding	N
chr3:112687166-112687620	chr3	112687166	112687620	3q	q13.2			1				
chr3:112982205-112982675	chr3	112982205	112982675	3q	q13.2			1				
chr3:112502918-112503437	chr3	112502918	112503437	3q	q13.2			1				
chr3:112340684-112341170	chr3	112340684	112341170	3q	q13.2		CD200	1	CD200	coding	protein_coding	N
chr3:112005179-112005732	chr3	112005179	112005732	3q	q13.2			1	TAGLN3	coding	protein_coding	N
chr3:112090275-112090811	chr3	112090275	112090811	3q	q13.2			1	C3orf52	coding,nonCoding	protein_coding	N
chr3:112337792-112338358	chr3	112337792	112338358	3q	q13.2		CD200	1	CD200	coding	protein_coding	N
chr3:112457897-112458484	chr3	112457897	112458484	3q	q13.2			1				
chr3:112262412-112263020	chr3	112262412	112263020	3q	q13.2			1	SLC9C1	coding	protein_coding	N
chr3:112363297-112363976	chr3	112363297	112363976	3q	q13.2			1				
chr3:112291894-112292603	chr3	112291894	112292603	3q	q13.2			1	SLC9C1	coding	protein_coding	N
chr3:112125531-112126326	chr3	112125531	112126326	3q	q13.2			2	GCSAM,C3orf52	coding,nonCoding	protein_coding	N
chr3:112352344-112353093	chr3	112352344	112353093	3q	q13.2		CD200	1	CD200	coding	protein_coding	N
chr3:112042457-112043381	chr3	112042457	112043381	3q	q13.2			1	TMPRSS7	coding	protein_coding	N
chr3:112304315-112305276	chr3	112304315	112305276	3q	q13.2			1				
chr3:112122212-112123113	chr3	112122212	112123113	3q	q13.2			2	GCSAM,C3orf52	coding,nonCoding	protein_coding	N
chr3:112299012-112300048	chr3	112299012	112300048	3q	q13.2			1				
chr3:112112334-112113249	chr3	112112334	112113249	3q	q13.2			2	MIR567,C3orf52	nonCoding,coding	miRNA,protein_coding	N
chr3:112357433-112358789	chr3	112357433	112358789	3q	q13.2		CD200	1	CD200	coding	protein_coding	N
chr3:112365133-112366588	chr3	112365133	112366588	3q	q13.2			1				
chr3:112300682-112302019	chr3	112300682	112302019	3q	q13.2			1				
chr3:112643908-112645546	chr3	112643908	112645546	3q	q13.2			1	CCDC80	coding	protein_coding	N
chr3:112043492-112045371	chr3	112043492	112045371	3q	q13.2			1	TMPRSS7	coding	protein_coding	N
chr3:114325312-114326912	chr3	114325312	114326912	3q	q13.31			1	ZBTB20	coding	protein_coding	Y
chr3:114215822-114217528	chr3	114215822	114217528	3q	q13.31			1				
chr3:114232164-114235192	chr3	114232164	114235192	3q	q13.31			1	ZNF80	coding	protein_coding	N
chr3:114219206-114223122	chr3	114219206	114223122	3q	q13.31			1				
chr3:114415527-114415729	chr3	114415527	114415729	3q	q13.31			1	ZBTB20	coding	protein_coding	Y
chr3:114305708-114305907	chr3	114305708	114305907	3q	q13.31		TIGIT	1	TIGIT	coding,nonCoding	protein_coding	N
chr3:114506131-114506347	chr3	114506131	114506347	3q	q13.31			2	ZBTB20-AS5,ZBTB20	nonCoding,coding	lncRNA,protein_coding	N,Y
chr3:114383383-114383586	chr3	114383383	114383586	3q	q13.31			2	ZBTB20,ZBTB20-AS1	coding,nonCoding	protein_coding,lncRNA	Y,N
chr3:114419898-114420112	chr3	114419898	114420112	3q	q13.31			1	ZBTB20	coding	protein_coding	Y
chr3:114762160-114762372	chr3	114762160	114762372	3q	q13.31			1	ZBTB20	coding	protein_coding	Y
chr3:114982899-114983128	chr3	114982899	114983128	3q	q13.31			1	ZBTB20	coding	protein_coding	Y
chr3:114210303-114210544	chr3	114210303	114210544	3q	q13.31			1				
chr3:114302995-114303218	chr3	114302995	114303218	3q	q13.31		TIGIT	1	TIGIT	coding,nonCoding	protein_coding	N
chr3:114462393-114462667	chr3	114462393	114462667	3q	q13.31			2	ZBTB20-AS5,ZBTB20	nonCoding,coding	lncRNA,protein_coding	N,Y
chr3:114341337-114341615	chr3	114341337	114341615	3q	q13.31			1	ZBTB20	coding	protein_coding	Y
chr3:114908835-114909129	chr3	114908835	114909129	3q	q13.31			1	ZBTB20	coding	protein_coding	Y
chr3:114164195-114164493	chr3	114164195	114164493	3q	q13.31			1	DRD3	coding	protein_coding	N
chr3:114309703-114310013	chr3	114309703	114310013	3q	q13.31		TIGIT	1	TIGIT	coding,nonCoding	protein_coding	N
chr3:114230850-114231178	chr3	114230850	114231178	3q	q13.31			1				
chr3:114498491-114498862	chr3	114498491	114498862	3q	q13.31			2	ZBTB20-AS5,ZBTB20	nonCoding,coding	lncRNA,protein_coding	N,Y
chr3:114605417-114605796	chr3	114605417	114605796	3q	q13.31			1	ZBTB20	coding	protein_coding	Y
